PassengerId,CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,HomePlanet_int,Cabin_int,Destination_int,Name_int
0699_02,False,0.3037974683544304,False,0.18831576743212117,0.0,0.012812872467222883,0.0003570153516601214,0.00020718518211577507,False,2,502,2,659
5637_01,False,0.5443037974683544,False,6.979828296223913e-05,0.0002683393150638983,0.0,0.0,0.029627481042555838,False,1,3981,0,5143
3200_01,False,0.5063291139240507,False,0.0002791931318489565,0.00036896655821286014,0.028477779669674783,0.0,0.032030829155098826,False,1,2242,0,2880
9072_01,True,0.2911392405063291,False,0.0,0.0,0.0,0.0,0.0,True,3,6408,0,8278
7821_01,False,0.2911392405063291,False,0.037342081384797936,0.00010062724314896186,0.0007236506044610931,0.0,0.008867525794555173,False,3,5534,0,7123
7624_01,True,0.6329113924050633,False,0.0,0.0,0.0,0.0,0.0,True,0,5394,1,6962
0966_01,False,0.3670886075949367,False,0.09611223563900329,0.0,0.0,0.007452695465905035,0.0,False,1,672,0,878
4972_01,False,0.4430379746835443,False,0.006072450617714804,0.05765941032435515,0.11706112719223565,0.0,0.0032735258774292462,True,0,3503,2,4539
6774_02,True,0.0759493670886076,False,0.0,0.0,0.0,0.0,0.0,False,1,4820,0,6244
8027_01,False,0.1518987341772152,False,0.0,0.0,0.0,0.0,0.0,False,1,5677,0,7313
8820_01,True,0.16455696202531644,False,0.0,0.0,0.0,0.0,0.0,True,1,6231,0,8053
2858_02,True,0.20253164556962025,False,0.0,0.0,0.0,0.0,0.0,True,0,2009,0,2602
3814_01,True,0.7215189873417721,False,0.0,0.0,0.0,0.0,0.0,True,0,2681,0,3464
3439_04,False,0.49367088607594933,False,0.0,6.708482876597457e-05,0.0,0.040565869332381294,0.13636928686860317,False,0,2418,0,3118
3124_02,False,0.5949367088607594,False,0.07887205974733022,0.0002683393150638983,0.012727737101992168,0.0,0.0,True,2,2196,0,2819
4691_01,False,0.18987341772151897,False,0.0,0.000234796900680911,0.0,0.03342556229917887,0.0,False,1,3315,0,4304
8168_07,True,0.35443037974683544,False,0.0,0.0,0.0,0.0,0.0,True,1,5781,1,7467
1624_02,False,0.5822784810126582,False,0.04271654917289035,0.0,0.002639196322152222,0.0,0.0,True,1,1127,2,1494
5039_04,False,0.4430379746835443,False,0.09122635583164654,0.0,0.0,8.925383791503035e-05,0.0,False,2,3553,0,4600
8157_03,False,0.569620253164557,False,0.0,0.0,0.11825302230546568,0.08523741520885399,0.0,False,1,5771,0,7451
5625_03,False,0.18987341772151897,False,0.06212047183639283,0.0003018817294468856,0.0,0.05578364869689397,0.002361911076119836,False,2,3975,0,5136
7803_01,False,0.0379746835443038,False,0.0,0.0,0.0,0.0,0.0,False,1,5522,2,7109
0038_01,False,0.25316455696202533,False,0.03866824876108048,0.006540770804682521,0.0,0.11629775080328454,0.0,False,1,29,2,39
6719_01,True,0.5189873417721519,False,0.0,0.0,0.0,0.0,0.0,True,2,4776,0,6182
9168_01,False,0.45569620253164556,False,0.0016053605081314999,0.49552208767987116,0.0,0.051722599071760085,0.32399618779264905,False,0,6480,2,8375
7848_02,True,0.5822784810126582,False,0.0,0.0,0.0,0.0,0.0,True,2,5552,0,7147
7774_01,False,0.8481012658227848,False,0.07998883227472604,0.0005366786301277966,0.0016601396219989783,0.0,0.0214643848671943,True,2,5501,2,7084
2000_01,False,0.35443037974683544,False,0.00034899141481119564,0.08975950088887398,0.0005533798739996594,0.0,0.006505614718435337,True,0,1394,2,1825
2551_01,False,0.4050632911392405,False,0.016611991345012914,0.005232616643746016,0.00012770304784607525,8.925383791503035e-05,0.013425599801102224,False,1,1786,0,2310
6385_01,False,0.26582278481012656,False,0.030362253088574022,0.0,0.017963562063681254,0.0007140307033202428,0.0,False,2,12,1,5882
1881_01,False,0.25316455696202533,False,0.15460319676135967,0.0,0.0,0.0038379150303463052,0.0,True,1,1312,0,1726
7019_01,False,0.3924050632911392,False,0.0,0.0,0.030521028435211987,0.0,0.0,False,1,4997,0,6485
0234_01,False,0.5443037974683544,False,0.015682809903064355,0.02978566397209271,0.0,0.0,0.0,False,1,168,0,214
2121_01,True,0.2911392405063291,False,0.0,0.0,0.0,0.0,0.0,False,1,1479,0,1930
0566_01,True,0.16455696202531644,False,0.0,0.0,0.0,0.0,0.0,True,2,397,0,521
6929_01,False,0.05063291139240506,False,0.0,0.0,0.0,0.0,0.0,True,1,4930,0,6397
7324_01,False,0.34177215189873417,False,0.0010469742444335869,0.09680340790930131,0.0,0.011112102820421278,0.002942029586044006,True,0,5204,0,6732
4963_01,True,0.7721518987341772,False,0.0,0.0,0.0,0.0,0.0,True,1,3499,0,4535
3116_01,False,0.25316455696202533,False,0.008864381936204369,0.0,0.027924399795675122,0.0,0.0008701777648862553,False,1,2189,0,2811
0088_01,True,0.569620253164557,False,0.0,0.0,0.0,0.0,0.0,True,2,63,1,78
0714_01,True,0.4810126582278481,False,0.0,0.0,0.0,0.0,0.0,True,1,513,1,673
7955_01,False,0.26582278481012656,False,0.04467090109583304,0.0,0.006129746296611612,0.0046411995715815784,0.0,False,1,5629,0,7253
8015_03,True,0.4050632911392405,False,0.0,0.0,0.0,0.0,0.0,True,0,5667,2,7303
2310_03,False,0.7468354430379747,False,0.0,0.0741287357864019,0.0,0.18230096394144948,0.0004558074006547052,False,0,1619,0,2105
0770_04,True,0.12658227848101267,False,0.0,0.0,0.0,0.0,0.0,False,1,541,1,719
3665_01,True,0.3670886075949367,False,0.0,0.0,0.007395248132214369,0.0,0.0,True,1,2575,2,3326
2519_01,False,0.3037974683544304,False,0.01200530466950513,0.025995371146815147,0.014643282819683296,0.0,0.0,True,1,1761,0,2279
7022_01,False,0.4430379746835443,False,0.0,0.1862274846543454,0.0002554060956921505,0.0003570153516601214,0.009364770231633034,True,0,5000,0,6489
2391_01,False,0.25316455696202533,False,0.05360508131499965,0.0006373058732767584,0.0,4.4626918957515175e-05,0.0,False,1,1673,0,2173
7577_01,False,0.17721518987341772,False,0.00558386263697913,0.004360513869788347,0.0,0.05904141378079258,0.0,False,1,5366,1,6927
4665_01,True,0.26582278481012656,False,0.0,0.0,0.0,0.0,0.0,False,1,3301,1,4286
2752_02,True,0.3649105122463968,False,0.0,0.0,0.0,0.0,0.0,False,1,1932,1,2504
6149_01,0.0,0.18987341772151897,False,0.11740071194248622,0.0034548686814476906,0.0,0.0,0.00012431110926946505,True,1,4375,0,5660
8869_01,True,0.3924050632911392,False,0.0,0.0,0.0,0.0,0.0,True,1,6273,0,8105
6030_03,False,0.16455696202531644,False,0.059468137083827734,0.004930734914299131,0.0002979737783075089,0.0,4.1437036423155016e-05,True,1,4281,0,5534
8338_02,False,0.569620253164557,False,0.035317931178893,0.0,8.513536523071684e-05,0.03699571581578008,0.0,False,2,5901,0,7617
4813_01,False,0.620253164556962,False,0.0,0.2603562204407473,8.513536523071684e-05,0.0,0.004060829569469192,True,0,3392,2,4410
4786_01,True,0.5822784810126582,True,0.0,0.0,0.0,0.0,0.0,True,0,3374,0,4386
8871_02,True,0.18987341772151897,False,0.015682809903064355,0.0,0.007395248132214369,0.0,0.0,True,1,6274,1,8107
1328_01,True,0.3291139240506329,False,0.0,0.0,0.0,0.0,0.0,False,1,924,0,1227
2256_01,True,0.5949367088607594,False,0.0,0.0,0.0,0.0,0.0,True,1,1577,0,2049
5397_01,True,0.5316455696202531,False,0.0,0.0,0.0,0.0,0.0,True,2,3809,0,4917
5006_03,False,0.25316455696202533,False,0.0,0.0073457887498742155,0.0,0.00022313459478757588,0.1360377905772179,False,0,3529,0,4573
5512_01,False,0.3924050632911392,False,0.0,0.00754704323617214,0.0,0.013432702606212068,0.169477478970704,False,0,3893,2,5027
8479_01,False,0.34177215189873417,0.0,0.0,0.0,0.0,0.03195287397358087,0.0,False,1,5994,0,7743
3747_03,0.0,0.6708860759493671,False,0.0,0.11327273337134806,0.0,0.008612995358800429,0.23051423362201134,False,0,2625,0,3400
8802_01,True,0.3670886075949367,False,0.0,0.0,0.0,0.0,0.0,True,0,6217,0,8036
4078_01,True,0.26582278481012656,False,0.0,0.0,0.0,0.0,0.0,False,3,2874,0,3718
7452_01,True,0.6075949367088608,False,0.0,0.0,0.0,0.0,0.0,True,0,5285,0,6828
6943_01,True,0.7215189873417721,False,0.0,0.0,0.0,0.0,0.0,True,0,4940,2,6408
6251_01,False,0.2911392405063291,False,0.15278844140434145,0.0,0.0,0.0,0.0,True,1,4447,0,5742
4465_02,False,0.5443037974683544,False,0.002163746771829413,0.0025492234931070337,0.0,0.06038022134951803,0.07098164339286454,False,0,3150,0,4076
1715_01,True,0.21518987341772153,False,0.0,0.0,0.0,0.0,0.0,False,1,1194,0,1582
9110_01,False,0.5949367088607594,False,0.0,0.0,0.0006810829218457347,0.00013388075687254553,0.03538722910537438,False,1,6434,0,8319
6694_01,True,0.8354430379746836,False,0.0,0.0,0.007395248132214369,0.0,0.0,True,1,4764,0,6163
5020_01,False,0.22784810126582278,False,0.045229287359530954,0.0006373058732767584,0.0,0.0,0.00016574814569262006,True,1,3543,1,4586
7803_02,True,0.24050632911392406,False,0.0,0.0,0.0,0.0,0.0,True,1,5522,2,7110
1162_01,False,0.3924050632911392,False,0.0,0.061952839365377516,0.0,0.0045965726526240635,0.02875730327766958,True,0,808,0,1071
5133_01,False,0.45569620253164556,False,0.0,0.0,0.03601225949259322,0.0,0.0,True,1,3611,2,4680
8796_02,False,0.17721518987341772,False,0.041041390381796605,0.0048301076711501694,4.256768261535842e-05,0.0,0.006961422119090043,False,1,6212,0,8025
2645_01,False,0.6962025316455696,False,0.0,0.02733706772213464,0.06632044951472842,0.00013388075687254553,0.05527700658848879,True,0,1851,0,2402
5756_04,0.0,0.2911392405063291,False,0.0,0.0,0.0,0.0,0.0,False,1,4067,0,27
1901_02,True,0.45569620253164556,False,0.0,0.0,0.0,0.0,0.0,True,0,1326,2,1744
7002_01,False,0.3670886075949367,False,0.06198087527046835,0.0,4.256768261535842e-05,0.0,0.0,False,1,4982,0,6470
8586_01,False,0.3037974683544304,False,0.0,0.0,0.016856802315681933,0.011424491253123885,0.06140968797911573,False,2,6060,2,7822
7257_02,False,0.3649105122463968,False,0.0,3.3542414382987286e-05,0.000510812191384301,0.0,0.03227945137363776,False,1,5162,0,6689
0213_01,False,0.26582278481012656,False,0.02561596984714176,0.009425418441619428,0.0,0.0,0.0060498073177806325,False,1,151,0,186
0873_01,False,0.20253164556962025,False,0.015682809903064355,0.0,0.0013621658436914694,0.11286147804355588,0.0038122073509302616,False,1,608,0,804
4593_01,False,0.37974683544303794,False,6.979828296223913e-05,0.026733304263240866,0.0,0.00044626918957515175,0.0,True,1,3244,0,4198
5674_01,False,0.27848101265822783,False,0.0,0.3888907523563546,0.0,0.457292038557658,4.1437036423155016e-05,False,0,4005,0,5171
2878_01,False,0.5316455696202531,False,0.0030711244503385214,0.0,0.15528690618082752,0.0,0.00037293332780839516,True,2,2027,0,2623
4680_02,True,0.02531645569620253,False,0.0,0.0,0.0,0.0,0.0,True,2,3310,0,4297
4788_01,False,0.27848101265822783,False,0.0,0.0,0.0,0.03471974294894681,0.0,False,1,3376,0,4388
2790_05,False,0.5443037974683544,False,0.0,0.33284137792238283,0.028094670526136557,0.00044626918957515175,0.011022251688559234,True,0,1963,2,2545
5969_01,True,0.0,False,0.0,0.0,0.0,0.0,0.0,True,1,4229,0,5464
0255_01,True,0.3037974683544304,False,0.0,0.0,0.0,0.0,0.0,True,0,183,0,232
4280_01,False,0.3037974683544304,False,0.0,0.0,0.0,0.0,0.0,False,2,3020,0,3913
3219_01,True,0.49367088607594933,False,0.0,0.0,0.0,0.0,0.0,False,2,2260,0,2905
4787_01,False,0.24050632911392406,False,0.00013959656592447826,0.0,0.007395248132214369,0.0004016422706176366,0.03124352546305888,False,1,3375,0,4387
1006_02,True,0.06329113924050633,False,0.0,0.0,0.0,0.0,0.0,True,1,705,0,924
7833_02,False,0.43037974683544306,False,0.0007677811125846304,0.11065642504947505,0.0,0.04520706890396287,0.0006215555463473252,True,0,5541,0,7133
8694_03,True,0.10126582278481013,False,0.0,0.0,0.0,0.0,0.0,False,1,6145,0,7936
8129_04,False,0.34177215189873417,False,0.00020939484888671738,0.00043605138697883474,0.0,0.0,0.03265238470144615,False,1,5750,2,7417
4648_01,False,0.49367088607594933,False,0.020241502059049347,0.0,0.003575685339690107,0.011870760442699036,0.0,True,3,3284,0,4255
3816_01,False,0.3037974683544304,False,0.0040483004118098695,0.0,0.00017027073046143367,0.035210639057479474,0.002237599966850371,False,1,2683,0,3466
8055_01,False,0.34177215189873417,False,0.0,0.0,0.03601225949259322,0.0026329882184933954,0.0,False,1,5696,0,7342
3612_01,False,0.3037974683544304,False,6.979828296223913e-05,0.026498507362559955,0.0,0.0,0.0,True,1,2538,0,3281
4469_02,False,0.5443037974683544,False,0.0,0.001308154160936504,0.013919632215222202,0.20720278471974296,0.0035221480959681762,False,0,3153,2,4081
2590_02,False,0.569620253164557,False,0.028338102882669088,0.004964277328682118,0.012131789545377148,0.0,0.0,False,1,1811,0,2349
6940_01,False,0.49367088607594933,False,0.0006281845466601522,0.0,0.029243997956751235,0.0,0.0,True,2,4939,0,6407
4252_01,False,0.18987341772151897,False,0.010888532142109305,3.3542414382987286e-05,0.04818661672058573,0.008568368439842914,0.0013674222019641154,True,1,2999,0,3880
0167_01,True,0.16455696202531644,False,0.0,0.0,0.0,0.0,0.0,True,2,115,0,141
5355_02,True,0.26582278481012656,False,0.0,0.0,0.007395248132214369,0.0,0.0,True,1,3780,0,4883
2467_01,False,0.5316455696202531,False,0.06972848467927689,0.0,0.0020858164481525627,0.0,0.0004558074006547052,False,2,1730,0,2234
7584_02,True,0.7468354430379747,False,0.0,0.0,0.0,0.0,0.0,True,0,5371,0,6933
3879_01,False,0.3924050632911392,False,0.055559433237942345,0.0,0.0029797377830750892,0.02655301677972153,0.0,False,2,2725,2,3523
1849_01,False,0.31645569620253167,False,0.007887205974733021,0.0,0.0,0.05721171010353446,0.0,False,1,1287,0,1694
6108_01,False,0.16455696202531644,False,0.01437844629022126,0.000939187602723644,0.0,4.4626918957515175e-05,0.026063895910164506,False,3,4342,0,27
0119_02,True,0.16455696202531644,False,0.0,0.0,0.0,0.0,0.0,True,0,85,0,110
7731_01,True,0.49367088607594933,False,0.0,0.0,0.0,0.0,0.0,True,0,5471,2,7048
7751_01,True,0.5189873417721519,False,0.0,0.0,0.0,0.0,0.0,True,0,5483,2,7065
0538_01,False,0.35443037974683544,False,0.0,0.03599101063294536,0.0,0.0,0.00020718518211577507,True,1,374,0,488
0762_01,True,0.37974683544303794,False,0.0,0.0,0.0,0.0,0.0,False,1,535,1,708
3329_01,True,0.6962025316455696,False,0.0,0.0,0.0,0.0,0.0,True,1,2341,0,3015
5811_02,False,0.5822784810126582,False,0.0024429399036783694,0.13259316405594873,0.0,0.09407354516244198,0.0,True,0,4107,2,5298
5861_01,False,0.34177215189873417,False,0.0,0.05950424311541944,0.0,0.000758657622277758,0.0005386814735010153,True,1,4147,0,5354
0619_01,True,0.49367088607594933,0.0,0.0,0.0,0.0,0.0,0.0,True,0,443,0,586
8133_01,False,0.34177215189873417,False,0.05800237314162072,0.0,0.0,0.038691538736165654,0.0008287407284631003,False,2,5754,0,7423
5733_02,False,0.35443037974683544,False,0.0,0.0,0.0,0.05315066047840057,0.004516636970123897,False,1,4052,0,5229
1747_01,False,0.24050632911392406,False,0.0,0.0,0.021113570577217775,0.0005801499464476973,0.0,True,1,1217,2,1607
5568_01,False,0.620253164556962,False,0.0,0.13386777580250225,0.012685169419376809,0.012897179578721886,0.11353747979944474,False,0,3934,0,5084
2892_03,True,0.0,False,0.0,0.0,0.0,0.0,0.0,True,1,2037,2,1767
8605_04,False,0.3291139240506329,False,0.0,0.007580585650555127,0.0,0.019457336665476617,0.16786143455020097,False,0,6073,0,7845
1806_01,False,0.3291139240506329,False,0.0,0.0,0.0,0.0,0.0,False,2,1259,0,1660
7873_02,False,0.24050632911392406,False,0.0,0.024184080770133832,0.0,0.0011156729739378794,4.1437036423155016e-05,True,1,5572,0,7177
7005_01,False,0.20253164556962025,False,0.0,0.0005702210445107838,0.05154946364719904,0.0,0.0010359259105788754,True,1,4984,2,6472
4750_01,False,0.35443037974683544,False,0.0,0.013249253681279978,0.005022986548612293,0.0006247768654052124,0.0682467989889363,False,0,3349,0,4352
3192_01,False,0.25316455696202533,False,0.0,0.0,0.006257449344457687,0.013885165026255942,0.0,False,1,2237,0,2870
7565_02,True,0.21518987341772153,False,0.0,0.0,0.007395248132214369,0.0,0.0,True,0,5357,2,6915
0092_02,True,0.0,False,0.0,0.0,0.007395248132214369,0.0,0.0,True,1,67,0,83
2486_01,False,0.3291139240506329,False,0.038528652195156,0.006440143561533559,0.0012770304784607525,0.0,4.1437036423155016e-05,False,1,1741,0,2248
2867_02,False,0.6455696202531646,False,0.05716479374607385,0.00013416965753194915,0.0039162268006129744,0.0016958229203855766,0.0,False,2,2018,0,2613
7764_01,False,0.3037974683544304,False,0.09806658756194597,0.0,0.0005959475566150178,8.925383791503035e-05,0.0067542369369742675,False,1,5493,0,7076
6152_02,False,0.3924050632911392,False,0.0,0.0017777479622983262,0.0,0.13222956087111745,0.04214146604234865,False,0,4377,0,5663
2781_01,True,0.4810126582278481,False,0.0,0.0,0.0,0.0,0.0,False,1,1955,0,2532
8186_03,False,0.0,False,0.0,0.0,0.0,0.0,0.012632279090839752,False,1,5789,0,7478
1095_01,True,0.43037974683544306,False,0.0,0.0,0.0,0.0,0.0,True,0,12,0,1006
0148_01,False,0.5316455696202531,False,0.07482375933552035,0.0,0.0004256768261535842,0.0,0.003149214768159781,False,2,107,0,131
5506_01,True,0.46835443037974683,False,0.0,0.0,0.0,0.0,0.0,True,0,3887,0,5020
4934_01,False,0.3924050632911392,False,0.014657639422070217,0.0006708482876597458,0.0,0.045831845769368086,0.008245970248207848,False,1,3481,0,4514
7709_02,True,0.3037974683544304,False,0.0,0.015365015372161363,0.0,0.0,0.0,False,1,5454,1,7031
1281_01,True,0.17721518987341772,False,0.0,0.0,0.0,0.0,0.0,False,1,892,0,1173
8825_01,True,0.26582278481012656,False,0.0,0.0,0.0,0.0,0.0,True,1,6236,2,8058
8620_01,False,0.4430379746835443,True,0.08613108117540308,0.0011739845034045551,0.0002979737783075089,0.0,0.0,False,2,6090,0,7863
0593_01,False,0.3649105122463968,0.0,0.0030013261673762824,0.005098446986214067,0.007747318235995232,4.4626918957515175e-05,0.08308125802842581,False,2,422,0,556
6034_02,True,0.3924050632911392,False,0.0,0.0,0.0,0.0,0.0,False,2,4287,1,5546
4191_01,False,0.22784810126582278,False,0.06630836881412717,3.3542414382987286e-05,0.010045973097224586,0.03364869689396644,0.0,False,2,2955,0,3826
4862_01,False,0.3037974683544304,False,0.0,0.029215442927581926,0.0007236506044610931,0.0,0.0,False,1,3422,0,4444
6045_01,False,0.34177215189873417,False,0.0,0.000704390702042733,0.0,0.36263834344876833,0.00016574814569262006,False,0,4298,0,5559
7078_01,False,0.16455696202531644,False,0.017030781042786346,0.0,0.004256768261535842,0.01887718671902892,0.0005801185099241702,False,1,5041,0,6533
5282_01,False,0.4430379746835443,False,0.0024429399036783694,0.0,0.0005959475566150178,0.0,0.03381262172129449,True,1,3731,0,4824
5248_01,False,0.35443037974683544,False,0.04236755775807915,0.0,0.0,0.010130310603355945,0.0,True,1,3700,0,4790
6639_01,True,0.22784810126582278,False,0.0,0.0,0.0,0.0,0.0,True,1,4725,1,6109
2510_01,False,0.35443037974683544,False,0.0023731416207161305,0.0,0.057125830069811,0.004061049625133881,0.0,True,2,1756,0,2270
3774_01,False,0.37974683544303794,False,0.03580651915962867,0.0,0.0,0.0,0.01313554054614014,False,1,2649,0,3429
2341_01,False,0.18987341772151897,False,0.0,0.02633079529064502,0.0,0.0,0.0,True,1,1641,0,2129
0219_01,True,0.24050632911392406,False,0.0,0.0,0.0,0.0,0.0,True,1,154,0,189
4553_01,False,0.6962025316455696,True,0.0,0.0034213262670647034,0.0,0.012406283470189218,0.2218124559731488,False,0,3215,1,4165
0848_02,True,0.17721518987341772,False,0.0,0.0,0.0,0.0,0.0,True,2,594,0,788
8634_01,False,0.4810126582278481,False,0.12137921407133384,0.0,0.0,0.0037040342734737594,0.0,False,1,6098,0,7872
6299_01,False,0.5822784810126582,False,0.0,0.2999698118270553,0.0,0.0,0.006588488791281648,True,0,4476,2,5779
2215_02,False,0.5443037974683544,False,0.00013959656592447826,0.07476604165967866,0.0014047335263068278,0.00026776151374509105,0.008204533211784694,True,0,1552,0,27
4635_01,True,0.20253164556962025,False,0.0,0.0,0.0,0.0,0.0,True,1,3275,1,4244
7518_01,True,0.3291139240506329,False,0.0,0.0,0.0,0.0,0.0,True,0,5330,0,6884
0677_01,True,0.18987341772151897,False,0.0,0.0,0.0,0.0,0.0,False,1,482,0,633
8639_01,True,0.26582278481012656,False,0.0,0.0,0.0,0.0,0.0,False,2,6104,0,7881
6741_02,0.0,0.22784810126582278,0.0,0.00718922314511063,0.0,0.007704750553379874,0.07189396644055694,0.0009116148013094104,False,1,4791,1,6205
0128_01,False,0.7721518987341772,True,0.16423535981014867,0.011203166403917754,0.00038310914353822576,0.014102106390574796,8.287407284631003e-05,False,2,91,0,116
3224_01,0.0,0.4177215189873418,False,0.0,0.031865293663837925,0.0,0.004551945733666548,0.0,True,1,2264,0,2909
3318_01,False,0.49367088607594933,False,0.0,0.03210009056451883,0.0,0.0009817922170653338,0.01661625160568516,True,0,2332,0,3000
7910_01,False,0.37974683544303794,False,0.0002791931318489565,0.0213665179619629,0.0,0.0,0.00012431110926946505,False,1,5600,0,7216
8536_01,False,0.35443037974683544,False,0.0,0.0033877838526817157,0.0,0.0,0.5031699332863714,False,0,6026,2,7780
2291_02,False,0.45569620253164556,False,0.00020939484888671738,0.0,0.01851694193768091,0.0003570153516601214,0.011478059089213939,False,1,1604,0,2079
4980_01,False,0.35443037974683544,False,0.0,0.0,0.0,0.03936094252052839,0.0,False,1,3511,0,4551
0146_01,False,0.7088607594936709,False,0.0,0.0,0.0,0.0,0.0,False,1,105,0,129
8956_02,True,0.25316455696202533,False,0.0,0.0,0.0,0.0,0.0,True,1,6325,0,8166
2746_01,False,0.6582278481012658,False,0.05290709848537726,0.0,0.015154095011067598,0.00022313459478757588,0.0,False,2,1927,0,2498
0067_02,False,0.22784810126582278,False,6.979828296223913e-05,0.00865394291081072,0.018985186446449854,0.0,0.0,True,1,46,0,61
8493_01,True,0.27848101265822783,False,0.0,0.0,0.0,0.0,0.0,False,1,6004,1,7754
5777_01,0.0,0.5822784810126582,0.0,0.03901724017589167,0.0008385603595746821,0.007395248132214369,0.0009817922170653338,0.03169933286371359,False,1,4081,1,5268
2645_05,True,0.3291139240506329,False,0.0,0.0,0.0,0.0,0.0,True,0,1851,2,2406
0709_03,True,0.2911392405063291,False,0.0,0.0,0.007395248132214369,0.0,0.0,True,0,12,2,668
7157_02,False,0.4177215189873418,False,0.11384099951141202,0.0,0.03209603269198025,0.0,0.0,False,2,5093,0,6606
0777_01,False,0.37974683544303794,False,0.0,0.10076141280649381,0.0,0.045430203498750446,0.0,False,0,546,0,728
3915_01,True,0.4177215189873418,False,0.0,0.0,0.0,0.0,0.0,True,1,2746,0,3550
6638_01,True,0.3670886075949367,False,0.0,0.0,0.0,0.0,0.0,False,1,4724,0,6108
6711_01,False,0.31645569620253167,True,0.015682809903064355,0.009391876027236441,0.03039332538736591,0.0,0.0,False,2,4773,0,6177
3496_01,True,0.3649105122463968,False,0.0,0.0,0.0,0.0,0.0,True,2,2461,0,3182
1999_01,False,0.6962025316455696,False,0.026034759544915194,3.3542414382987286e-05,4.256768261535842e-05,0.022134951802927526,0.0,False,1,1393,0,1824
2783_02,False,0.3670886075949367,False,0.00013959656592447826,0.0002683393150638983,0.0,0.12781149589432347,0.006422740645589027,False,0,1956,2,2534
1828_01,False,0.24050632911392406,False,0.0,0.04471203837252205,0.00012770304784607525,0.02784719742948947,0.010525007251481373,True,1,1274,0,1677
8115_02,True,0.5063291139240507,False,0.0,0.0,0.0,0.0,0.0,True,0,5738,0,7397
3067_01,True,0.27848101265822783,False,0.0,0.0,0.0,0.0,0.0,True,1,2157,0,2774
8458_05,False,0.35443037974683544,False,0.07007747609408808,0.0812732700499782,0.0,0.0,0.0007044296191936353,True,0,5976,0,7723
7395_03,False,0.4810126582278481,False,0.0002791931318489565,0.20038238352396606,0.0,0.16431631560157087,0.008163096175361538,False,0,5250,0,6785
6451_01,False,0.46835443037974683,False,0.04257695260696587,0.015365015372161363,0.01745274987229695,0.006604784005712246,0.0005801185099241702,False,2,12,0,5953
0527_02,True,0.43037974683544306,False,0.0,0.0,0.0,0.0,0.0,True,2,367,0,479
0531_02,True,0.3649105122463968,False,0.0,0.0,0.0,0.0,0.0,True,1,370,2,483
0714_07,True,0.0,False,0.0,0.0,0.0,0.0,0.0,True,1,513,2,679
4083_01,False,0.26582278481012656,False,0.0,0.2076275450306913,0.07781372382087519,0.0003123884327026062,0.0014502962748104255,True,0,2879,0,3723
0631_01,True,0.6962025316455696,False,0.0,0.0,0.0,0.0,0.0,True,2,448,0,592
2051_01,False,0.25316455696202533,False,0.00013959656592447826,0.0,0.029541971735058743,0.0,0.0009116148013094104,True,1,1424,0,27
6672_04,True,0.13924050632911392,False,0.0,0.0,0.0,0.0,0.0,True,2,4750,0,6145
5755_01,False,0.2911392405063291,False,0.006142248900677043,0.0,0.02494466201260003,0.0,0.0,True,1,4066,0,5244
6861_01,True,0.18987341772151897,False,0.0,0.0,0.0,0.0,0.0,True,1,4878,1,6330
8502_01,False,0.4177215189873418,True,0.08822502966427026,0.05994029450239828,0.001532436574152903,0.021108532666904677,0.01396428127460324,False,2,6008,0,7758
4017_02,True,0.37974683544303794,False,0.0,0.0,0.0,0.0,0.0,True,2,2830,0,3662
2549_01,False,0.7848101265822784,False,0.11607454456620367,0.0,0.0009790567001532436,8.925383791503035e-05,0.0004972444370778602,False,2,1784,0,2306
5538_01,True,0.5949367088607594,False,0.0,0.0,0.0,0.0,0.0,True,2,3915,0,5058
5643_03,False,0.18987341772151897,False,0.04488029594471976,0.0,0.0019155457176911288,0.0,0.00041437036423155015,False,2,3985,0,5149
1434_01,False,0.25316455696202533,False,0.0,0.00865394291081072,0.014089902945683637,0.005935380221349518,0.012632279090839752,False,1,1005,0,1329
4792_01,True,0.22784810126582278,False,0.0,0.0,0.0,0.0,0.0,True,1,3379,0,4391
1621_01,False,0.31645569620253167,False,0.03859845047811824,0.0,4.256768261535842e-05,0.010665833630846127,0.0003314962913852401,True,1,1125,2,1490
6756_02,False,0.5822784810126582,False,0.0,0.0,0.031627788183211304,0.0001785076758300607,0.0002486222185389301,True,1,4808,1,6227
4886_01,False,0.22784810126582278,False,0.015682809903064355,0.0,0.0753447982291844,0.057300963941449484,0.0003314962913852401,False,1,3441,0,4463
1646_01,False,0.43037974683544306,False,0.0,0.0,0.0376723991145922,0.0,0.0,True,1,1143,0,1515
8989_02,True,0.20253164556962025,False,0.0,0.0,0.0,0.0,0.0,True,0,6351,2,8209
1416_01,True,0.34177215189873417,False,0.0,0.0,0.0,0.0,0.0,False,1,990,0,1305
4176_03,False,0.25316455696202533,False,0.05304669505130174,0.0,0.031585220500595944,0.01570867547304534,0.0,True,2,2942,0,3802
3262_01,False,0.4050632911392405,False,0.0,0.021198805890047964,0.0,0.0,0.0,False,1,2291,0,2938
7678_02,True,0.6835443037974683,False,0.0,0.015365015372161363,0.0,0.0,0.0,True,1,5428,0,7003
2410_01,True,0.5443037974683544,False,0.0,0.0,0.007395248132214369,0.0,0.0,True,1,1688,0,2191
